Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age Number,Age Unit,Grouped Sex upon Outcome
A661685,Cash,2014-01-03 18:17:00,Jan 2014,2012-08-23,Return to Owner,Dog,Neutered Male,498,Labrador Retriever Mix,Black,1,365.0,Fixed
A715494,*Georgie,2016-01-21 11:41:00,Jan 2016,2015-09-30,Adoption,Cat,Spayed Female,113,Domestic Shorthair Mix,Brown Tabby,3,30.0,Fixed
A837420,Benjamin,2021-07-19 17:18:00,Jul 2021,2021-05-22,Adoption,Cat,Neutered Male,58,Domestic Medium Hair,Brown Tabby/White,1,30.0,Fixed
A696201,Hazel,2015-02-03 18:17:00,Feb 2015,2014-10-01,Adoption,Dog,Spayed Female,125,Pit Bull Mix,Tan/White,4,30.0,Fixed
A592629,Peanut,2015-07-18 17:00:00,Jul 2015,2009-07-27,Return to Owner,Dog,Neutered Male,2182,Dachshund Mix,Red Tick/Red,5,365.0,Fixed
A738252,*Libby,2016-11-21 12:33:00,Nov 2016,2015-11-11,Adoption,Dog,Spayed Female,376,Australian Shepherd Mix,Brown/White,1,365.0,Fixed
A722987,Snow,2020-05-24 16:30:00,May 2020,2014-09-24,Adoption,Dog,Spayed Female,2069,Pit Bull,White/Black,5,365.0,Fixed
A750418,Dovahkiin,2017-06-27 16:37:00,Jun 2017,2015-05-26,Return to Owner,Dog,Neutered Male,763,Alaskan Malamute Mix,Black/Brown,2,365.0,Fixed
A762778,Ceus,2017-12-04 16:52:00,Dec 2017,2015-11-27,Return to Owner,Dog,Intact Male,738,Rottweiler,Black/Tan,2,365.0,Intact
A670848,Sandy,2014-01-15 17:59:00,Jan 2014,2004-01-15,Return to Owner,Dog,Spayed Female,3653,Beagle/Basset Hound,Tan/White,10,365.0,Fixed
A705884,*Georgina,2015-07-10 07:33:00,Jul 2015,2015-04-22,Euthanasia,Cat,Intact Female,79,Domestic Shorthair Mix,Black,2,30.0,Intact
A756348,*Lancelot,2017-08-23 00:00:00,Aug 2017,2015-08-18,Transfer,Dog,Intact Male,736,Pit Bull Mix,White/Brown,2,365.0,Intact
A682152,Maude,2014-06-25 11:12:00,Jun 2014,2004-06-24,Return to Owner,Dog,Spayed Female,3653,Weimaraner Mix,Gray/Blue,10,365.0,Fixed
A731685,*Jerry,2016-08-26 10:04:00,Aug 2016,2016-05-26,Transfer,Cat,Neutered Male,92,Domestic Medium Hair Mix,Orange Tabby/White,3,30.0,Fixed
A705773,Khalisse,2015-09-26 16:07:00,Sep 2015,2015-05-21,Adoption,Cat,Spayed Female,128,Domestic Shorthair Mix,White/Brown Tabby,4,30.0,Fixed
A736816,Brenda,2016-10-18 15:37:00,Oct 2016,2011-10-17,Transfer,Dog,Intact Female,1828,English Bulldog Mix,Brown Brindle,5,365.0,Intact
A700447,*Bentley,2015-04-18 18:25:00,Apr 2015,2013-04-13,Transfer,Dog,Neutered Male,735,Dachshund Longhair/Chihuahua Shorthair,Blue/Tan,2,365.0,Fixed
A622150,Benji,2016-11-27 18:28:00,Nov 2016,2011-09-17,Return to Owner,Dog,Neutered Male,1898,Basenji Mix,Brown/White,5,365.0,Fixed
A824581,Trigger,2020-10-17 16:00:00,Oct 2020,2017-10-17,Return to Owner,Dog,Intact Male,1096,Plott Hound,Brown,3,365.0,Intact
A820012,Sadie Mae,2021-05-16 18:15:00,May 2021,2019-10-09,Return to Owner,Dog,Spayed Female,585,Labrador Retriever,Black/White,1,365.0,Fixed
A701317,Sunny,2016-09-06 13:27:00,Sep 2016,2011-04-27,Return to Owner,Dog,Neutered Male,1959,Pug,Black,5,365.0,Fixed
A821151,*Mugicha,2020-08-26 10:46:00,Aug 2020,2020-06-26,Adoption,Cat,Neutered Male,61,Domestic Shorthair,Black,1,30.0,Fixed
A730332,Max,2016-09-27 16:55:00,Sep 2016,2012-08-24,Transfer,Dog,Neutered Male,1495,Labrador Retriever Mix,White,4,365.0,Fixed
A685702,Smokey,2014-08-23 19:05:00,Aug 2014,2006-08-11,Adoption,Cat,Neutered Male,2934,Domestic Shorthair Mix,Blue Tabby,8,365.0,Fixed
A779467,*Mo,2018-09-06 18:03:00,Sep 2018,2017-09-01,Return to Owner,Dog,Neutered Male,370,Chihuahua Shorthair Mix,Tricolor,1,365.0,Fixed
A753777,*Kissyface,2017-08-19 10:34:00,Aug 2017,2017-02-11,Adoption,Cat,Neutered Male,189,American Shorthair Mix,Black,6,30.0,Fixed
A792301,Spots,2019-07-07 16:27:00,Jul 2019,2016-07-07,Died,Dog,Intact Male,1095,Chihuahua Shorthair Mix,White/Black,3,365.0,Intact
A793380,Jezebel,2019-05-06 16:17:00,May 2019,2016-04-24,Return to Owner,Dog,Intact Female,1107,Cairn Terrier Mix,Brown,3,365.0,Intact
A785291,Bella,2019-01-22 17:59:00,Jan 2019,2016-05-30,Adoption,Dog,Spayed Female,967,Toy Poodle Mix,White,2,365.0,Fixed
A692104,Roxy,2015-11-08 18:12:00,Nov 2015,2012-11-14,Adoption,Dog,Spayed Female,1089,Staffordshire Mix,White/Tan,2,365.0,Fixed
A699984,*Reynaldo,2015-04-21 15:58:00,Apr 2015,2014-04-05,Adoption,Cat,Neutered Male,381,Domestic Shorthair Mix,Brown Tabby/White,1,365.0,Fixed
A712382,*Gunther,2015-09-27 17:39:00,Sep 2015,2014-03-22,Transfer,Dog,Neutered Male,554,Chihuahua Shorthair Mix,Brown/Black,1,365.0,Fixed
A684373,*Henry,2014-07-27 17:11:00,Jul 2014,2014-05-05,Adoption,Cat,Neutered Male,83,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A583427,Princess,2014-03-15 17:06:00,Mar 2014,2009-09-02,Return to Owner,Dog,Intact Female,1655,Pit Bull,Blue/White,4,365.0,Intact
A806704,Neko,2019-10-31 17:42:00,Oct 2019,2017-10-14,Adoption,Cat,Intact Female,747,Domestic Medium Hair,Blue Tabby,2,365.0,Intact
A834982,*Taco,2021-07-10 13:37:00,Jul 2021,2021-04-21,Adoption,Cat,Neutered Male,80,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A711746,Sissy,2015-10-22 14:33:00,Oct 2015,2007-09-11,Transfer,Cat,Spayed Female,2963,Domestic Shorthair Mix,Black/White,8,365.0,Fixed
A826960,Olive,2020-12-18 10:16:00,Dec 2020,2010-12-09,Transfer,Cat,Spayed Female,3662,Domestic Shorthair Mix,Black,10,365.0,Fixed
A685339,Baby,2014-08-07 14:36:00,Aug 2014,2001-08-06,Return to Owner,Cat,Spayed Female,4749,Himalayan Mix,Tortie Point,13,365.0,Fixed
A594461,Gabby,2015-10-02 18:25:00,Oct 2015,2006-03-01,Return to Owner,Dog,Spayed Female,3502,Brittany,White/Orange,9,365.0,Fixed
A672023,Daisy,2014-02-05 18:39:00,Feb 2014,2011-02-02,Return to Owner,Dog,Spayed Female,1099,Pit Bull Mix,Blue/White,3,365.0,Fixed
A668705,Moe,2013-12-14 12:29:00,Dec 2013,2013-07-07,Adoption,Cat,Neutered Male,160,Domestic Shorthair Mix,Flame Point,5,30.0,Fixed
A796040,Conner,2019-05-28 15:40:00,May 2019,2017-05-28,Return to Owner,Dog,Neutered Male,730,Labrador Retriever Mix,White,2,365.0,Fixed
A720034,Pepper,2016-02-05 14:52:00,Feb 2016,2014-02-01,Transfer,Dog,Neutered Male,734,Dachshund/Chihuahua Shorthair,White/Black,2,365.0,Fixed
A753273,Shorty,2017-07-05 14:24:00,Jul 2017,2017-03-20,Return to Owner,Dog,Intact Male,107,Dachshund Mix,Black/Brown,3,30.0,Intact
A693498,Missy,2015-02-10 16:37:00,Feb 2015,2012-12-09,Adoption,Cat,Spayed Female,793,Domestic Shorthair Mix,Black/White,2,365.0,Fixed
A684653,Goldilocks,2014-08-04 14:23:00,Aug 2014,2014-05-26,Adoption,Cat,Spayed Female,70,Domestic Shorthair Mix,Orange Tabby/White,2,30.0,Fixed
A748050,Lulu,2017-09-07 17:29:00,Sep 2017,2015-04-28,Adoption,Cat,Spayed Female,863,Domestic Shorthair Mix,Brown Tabby/White,2,365.0,Fixed
A792081,*Raven,2019-06-09 19:09:00,Jun 2019,2019-04-03,Adoption,Cat,Neutered Male,67,Domestic Shorthair Mix,Black,2,30.0,Fixed
A719117,Morocco,2016-05-15 14:33:00,May 2016,2015-06-13,Return to Owner,Dog,Neutered Male,337,Labrador Retriever Mix,Buff,11,30.0,Fixed
A696871,Hurley,2015-02-13 18:13:00,Feb 2015,2011-02-13,Return to Owner,Dog,Neutered Male,1461,Golden Retriever Mix,Yellow,4,365.0,Fixed
A800682,Bentley,2019-07-25 15:18:00,Jul 2019,2017-07-24,Return to Owner,Dog,Intact Male,731,Siberian Husky Mix,Black/White,2,365.0,Intact
A711116,Ginger,2016-05-09 15:41:00,May 2016,2015-06-17,Transfer,Dog,Spayed Female,327,Labrador Retriever/Catahoula,Tan/White,10,30.0,Fixed
A781043,Griffin,2018-10-06 11:38:00,Oct 2018,2018-03-23,Transfer,Cat,Neutered Male,197,Domestic Shorthair Mix,Brown Tabby,6,30.0,Fixed
A681869,*Taylor,2014-06-27 13:02:00,Jun 2014,2014-04-06,Transfer,Cat,Neutered Male,82,Domestic Shorthair Mix,Black,2,30.0,Fixed
A692255,Kallie,2014-11-28 19:07:00,Nov 2014,2012-11-17,Return to Owner,Cat,Neutered Male,741,Domestic Longhair Mix,Orange Tabby/White,2,365.0,Fixed
A749412,*Emerit,2017-05-31 10:36:00,May 2017,2016-05-14,Transfer,Dog,Neutered Male,382,Australian Cattle Dog Mix,Red Tick,1,365.0,Fixed
A695649,Star,2015-01-22 17:14:00,Jan 2015,2014-08-19,Return to Owner,Cat,Spayed Female,156,Domestic Shorthair Mix,White/Blue,5,30.0,Fixed
A724610,*Georgia,2016-04-24 14:32:00,Apr 2016,2015-09-27,Transfer,Cat,Spayed Female,210,Domestic Shorthair Mix,Black,6,30.0,Fixed
A699813,*Mcgruff,2015-10-14 12:51:00,Oct 2015,2002-04-02,Adoption,Dog,Neutered Male,4943,Rhod Ridgeback Mix,Sable,13,365.0,Fixed
A803725,Cornelius,2019-12-27 15:21:00,Dec 2019,2017-09-05,Adoption,Cat,Neutered Male,843,Domestic Medium Hair Mix,Black/White,2,365.0,Fixed
A736519,*Sam,2016-11-15 00:00:00,Nov 2016,2013-10-12,Transfer,Dog,Neutered Male,1130,Pit Bull Mix,Fawn/White,3,365.0,Fixed
A749817,*Peaches,2017-05-29 15:45:00,May 2017,2015-11-20,Adoption,Cat,Spayed Female,556,Domestic Shorthair Mix,Orange Tabby/White,1,365.0,Fixed
A782177,*Martin,2018-10-20 12:29:00,Oct 2018,2013-10-11,Adoption,Dog,Neutered Male,1835,Chihuahua Shorthair Mix,Tan/White,5,365.0,Fixed
A680524,*Sadie,2014-07-10 11:04:00,Jul 2014,2006-06-03,Transfer,Dog,Spayed Female,2959,Pit Bull Mix,Tan,8,365.0,Fixed
A801946,Patches,2019-11-03 18:12:00,Nov 2019,2005-11-08,Adoption,Cat,Spayed Female,5108,Domestic Shorthair,Calico/White,13,365.0,Fixed
A839162,*Christopher,2021-08-04 11:46:00,Aug 2021,2019-08-08,Adoption,Dog,Neutered Male,727,Pit Bull Mix,Black Brindle/Brown,1,365.0,Fixed
A795466,Hey,2019-05-26 18:15:00,May 2019,2019-01-20,Adoption,Dog,Spayed Female,126,Labrador Retriever,Black,4,30.0,Fixed
A709137,*Prnc Charm,2015-09-18 18:55:00,Sep 2015,2015-07-05,Adoption,Cat,Neutered Male,75,Domestic Shorthair Mix,Brown Tabby,2,30.0,Fixed
A701605,*Toothless,2015-09-19 15:06:00,Sep 2015,2015-04-02,Adoption,Cat,Spayed Female,170,Domestic Shorthair Mix,Black,5,30.0,Fixed
A740085,Puddles,2016-12-19 12:15:00,Dec 2016,2014-12-11,Return to Owner,Cat,Spayed Female,739,Domestic Medium Hair Mix,Calico,2,365.0,Fixed
A767641,Dakota,2018-03-16 15:49:00,Mar 2018,2011-03-04,Return to Owner,Dog,Spayed Female,2569,German Shepherd Mix,Black/Tan,7,365.0,Fixed
A698478,Lilly,2015-04-21 14:02:00,Apr 2015,2013-03-12,Adoption,Dog,Spayed Female,770,Chihuahua Shorthair Mix,Black/White,2,365.0,Fixed
A747955,King Paco,2017-04-28 18:58:00,Apr 2017,2017-02-20,Adoption,Dog,Neutered Male,67,Chihuahua Shorthair Mix,Black/Tan,2,30.0,Fixed
A773669,Bowie,2018-06-07 13:10:00,Jun 2018,2016-06-06,Transfer,Dog,Intact Male,731,Shih Tzu Mix,Black/White,2,365.0,Intact
A708791,Lilith,2017-01-08 18:37:00,Jan 2017,2013-01-31,Adoption,Dog,Spayed Female,1438,Staffordshire Mix,Blue/White,3,365.0,Fixed
A711791,*Bernie,2015-09-20 16:14:00,Sep 2015,2015-05-12,Transfer,Dog,Neutered Male,131,Pointer Mix,White/Black,4,30.0,Fixed
A777280,Mouse,2018-10-28 15:36:00,Oct 2018,2018-07-11,Adoption,Cat,Spayed Female,109,Domestic Medium Hair Mix,Blue Tabby/White,3,30.0,Fixed
A803784,Tango,2019-10-14 18:00:00,Oct 2019,2019-06-11,Adoption,Cat,Neutered Male,125,Domestic Shorthair,Orange Tabby/White,4,30.0,Fixed
A704362,*Tessie,2015-06-27 17:21:00,Jun 2015,2015-04-03,Adoption,Cat,Spayed Female,85,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A679318,Fergie,2014-05-23 19:00:00,May 2014,2007-05-19,Adoption,Dog,Spayed Female,2561,Yorkshire Terrier Mix,Tan/Black,7,365.0,Fixed
A764265,Oso,2017-12-27 11:26:00,Dec 2017,2016-12-26,Return to Owner,Dog,Neutered Male,366,German Shepherd Mix,Black/Brown,1,365.0,Fixed
A724905,Luna,2016-06-26 15:33:00,Jun 2016,2016-03-07,Adoption,Cat,Spayed Female,111,Domestic Shorthair Mix,Black,3,30.0,Fixed
A764866,Sancho,2018-02-02 19:17:00,Feb 2018,2016-01-08,Adoption,Dog,Neutered Male,756,American Pit Bull Terrier Mix,Blue,2,365.0,Fixed
A776108,Sparkie,2018-07-21 18:57:00,Jul 2018,2015-12-09,Return to Owner,Dog,Neutered Male,955,American Eskimo Mix,White,2,365.0,Fixed
A746847,Margchi,2018-02-24 16:36:00,Feb 2018,2016-08-10,Return to Owner,Dog,Spayed Female,563,Chihuahua Shorthair/Dachshund,Tricolor,1,365.0,Fixed
A716191,*Rainbow,2015-11-20 14:14:00,Nov 2015,2015-07-16,Transfer,Dog,Intact Female,127,Labrador Retriever/German Shepherd,Tan/White,4,30.0,Intact
A709396,Anna,2015-08-14 18:55:00,Aug 2015,2011-08-08,Adoption,Cat,Spayed Female,1467,Domestic Shorthair Mix,Brown Tabby/White,4,365.0,Fixed
A787383,Legend,2019-06-15 12:42:00,Jun 2019,2018-01-12,Return to Owner,Dog,Neutered Male,519,Beagle/Pug,Tan,1,365.0,Fixed
A841300,Tink,2021-09-03 14:58:00,Sep 2021,2019-02-25,Transfer,Dog,Spayed Female,921,Chihuahua Shorthair,White/Blue Merle,2,365.0,Fixed
A769095,Fezzik,2018-04-06 18:05:00,Apr 2018,2016-03-30,Adoption,Dog,Neutered Male,737,German Shepherd,Brown/Black,2,365.0,Fixed
A827451,Owen,2020-12-23 16:26:00,Dec 2020,2018-12-22,Return to Owner,Dog,Intact Male,732,Labrador Retriever Mix,White/Tan,2,365.0,Intact
A772562,*Aelin,2018-05-25 17:06:00,May 2018,2017-12-21,Adoption,Dog,Spayed Female,155,Catahoula Mix,Brown/Black,5,30.0,Fixed
A794006,Gus,2019-05-24 18:16:00,May 2019,2014-05-02,Adoption,Dog,Intact Male,1848,Boxer,Brown Brindle/White,5,365.0,Intact
A801300,Paws,2019-08-28 14:11:00,Aug 2019,2004-08-02,Transfer,Cat,Spayed Female,5504,Domestic Shorthair Mix,Black/White,15,365.0,Fixed
A778678,Toby,2018-08-20 19:04:00,Aug 2018,2016-08-18,Adoption,Dog,Neutered Male,732,Yorkshire Terrier Mix,Tricolor,2,365.0,Fixed
A751624,*Fortune,2017-09-19 13:40:00,Sep 2017,2017-06-07,Adoption,Cat,Neutered Male,104,Domestic Shorthair Mix,Black/White,3,30.0,Fixed
A728486,Babe,2016-06-08 12:36:00,Jun 2016,2015-05-04,Return to Owner,Dog,Spayed Female,401,German Shepherd Mix,Cream/Black,1,365.0,Fixed
A811452,Julie,2020-08-05 15:24:00,Aug 2020,2019-01-03,Transfer,Dog,Intact Female,580,Miniature Poodle,White/Brown,1,365.0,Intact
A703361,*Harry,2015-07-10 13:49:00,Jul 2015,2015-04-14,Adoption,Cat,Neutered Male,87,Domestic Shorthair Mix,Brown Tabby,2,30.0,Fixed
A793664,*Tony,2019-06-06 13:27:00,Jun 2019,2019-03-28,Adoption,Cat,Neutered Male,70,Domestic Shorthair Mix,Orange Tabby,2,30.0,Fixed
A751617,Princess,2017-06-16 11:58:00,Jun 2017,2017-03-10,Return to Owner,Dog,Intact Female,98,Labrador Retriever Mix,Brown,3,30.0,Intact
A698460,Carmelo,2015-03-14 17:25:00,Mar 2015,2014-12-28,Transfer,Dog,Intact Male,76,Great Pyrenees Mix,White,2,30.0,Intact
A614177,Diamond,2013-11-26 14:12:00,Nov 2013,2011-03-17,Euthanasia,Dog,Intact Female,985,Boxer Mix,Blue/White,2,365.0,Intact
A810293,Annie,2020-01-19 17:43:00,Jan 2020,2018-12-10,Adoption,Cat,Spayed Female,405,Domestic Shorthair,Calico,1,365.0,Fixed
A741667,Kiana,2017-01-09 17:22:00,Jan 2017,2016-10-21,Adoption,Cat,Spayed Female,80,Domestic Shorthair Mix,Torbie,2,30.0,Fixed
A783885,*Grenadine,2018-12-10 18:19:00,Dec 2018,2010-11-09,Adoption,Cat,Spayed Female,2953,Domestic Shorthair Mix,Blue/White,8,365.0,Fixed
A813537,Minnie,2020-02-18 17:43:00,Feb 2020,2018-02-12,Transfer,Cat,Intact Female,736,Domestic Shorthair,Calico,2,365.0,Intact
A719168,Spot,2016-01-15 16:47:00,Jan 2016,2014-07-14,Return to Owner,Dog,Intact Female,550,Staffordshire Mix,Black/White,1,365.0,Intact
A744178,*Shirley,2017-03-29 18:34:00,Mar 2017,2015-02-24,Adoption,Other,Spayed Female,764,Harlequin Mix,Orange/Black,2,365.0,Fixed
A729327,Bonnie,2019-05-20 21:51:00,May 2019,2013-06-16,Return to Owner,Dog,Spayed Female,2164,Labrador Retriever Mix,Black/White,5,365.0,Fixed
A736408,Derbie,2016-10-10 17:45:00,Oct 2016,2015-10-10,Return to Owner,Dog,Intact Male,366,Miniature Pinscher Mix,Black/Tan,1,365.0,Intact
A779544,*Ray,2018-12-01 11:12:00,Dec 2018,2018-08-07,Adoption,Dog,Spayed Female,116,Boxer Mix,Brown,3,30.0,Fixed
A702537,*Ava,2015-07-12 18:00:00,Jul 2015,2015-04-15,Adoption,Cat,Spayed Female,88,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A733827,Spartacus,2016-09-04 14:14:00,Sep 2016,2008-08-29,Return to Owner,Dog,Neutered Male,2928,Pit Bull Mix,Blue/White,8,365.0,Fixed
A748471,*Zoie,2017-05-13 18:56:00,May 2017,2016-05-03,Adoption,Cat,Spayed Female,375,Domestic Shorthair Mix,White/Brown Tabby,1,365.0,Fixed
A781458,*Chipper,2018-12-29 13:08:00,Dec 2018,2017-09-29,Adoption,Dog,Neutered Male,456,Great Pyrenees Mix,White/Tan,1,365.0,Fixed
A609550,Zuzy,2016-07-21 13:07:00,Jul 2016,2011-04-25,Return to Owner,Dog,Spayed Female,1914,Blue Lacy/Weimaraner,Blue/Tan,5,365.0,Fixed
A661638,Apollo,2014-09-18 13:51:00,Sep 2014,2008-08-22,Return to Owner,Dog,Neutered Male,2218,German Shepherd/Cardigan Welsh Corgi,Sable,6,365.0,Fixed
A736346,*Nightshade,2016-11-07 18:23:00,Nov 2016,2016-09-02,Adoption,Cat,Spayed Female,66,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A802261,Lina,2019-08-16 12:53:00,Aug 2019,2019-02-15,Return to Owner,Dog,Intact Female,182,Chihuahua Shorthair,Brown/Tan,5,30.0,Intact
A722489,*Fitzroy,2016-04-22 19:13:00,Apr 2016,2015-12-01,Adoption,Cat,Neutered Male,143,Domestic Shorthair Mix,White/Cream Tabby,4,30.0,Fixed
A671609,Wilson,2014-09-13 12:12:00,Sep 2014,2013-01-28,Adoption,Dog,Neutered Male,593,Labrador Retriever,Tan/White,1,365.0,Fixed
A769319,Ari,2018-04-10 11:51:00,Apr 2018,2017-04-03,Adoption,Dog,Intact Female,372,Siberian Husky Mix,White,1,365.0,Intact
A793208,*Davos,2019-07-21 11:46:00,Jul 2019,2019-03-15,Adoption,Cat,Neutered Male,128,Domestic Shorthair Mix,Black/White,4,30.0,Fixed
A717131,*Minx,2015-12-16 13:00:00,Dec 2015,2015-09-17,Transfer,Cat,Intact Female,90,Domestic Shorthair/Manx,Brown Tabby,2,30.0,Intact
A674872,Lady,2014-03-20 11:10:00,Mar 2014,2012-03-19,Return to Owner,Dog,Spayed Female,731,Jack Russell Terrier,White/Brown,2,365.0,Fixed
A830398,Ginger,2021-03-10 11:49:00,Mar 2021,2015-03-08,Return to Owner,Dog,Intact Female,2194,Pit Bull/Labrador Retriever,Black/Brown,6,365.0,Intact
A543073,Tiny Tinker,2015-05-09 13:47:00,May 2015,2005-05-15,Adoption,Dog,Spayed Female,3646,Chihuahua Shorthair,Brown,9,365.0,Fixed
A709904,Lucky,2018-11-13 16:18:00,Nov 2018,2009-08-14,Adoption,Dog,Neutered Male,3378,Carolina Dog Mix,Red/White,9,365.0,Fixed
A745713,Teddy,2017-03-23 12:52:00,Mar 2017,2015-12-01,Return to Owner,Dog,Neutered Male,478,Redbone Hound Mix,Brown,1,365.0,Fixed
A743060,Bugotti,2017-05-08 18:11:00,May 2017,2015-02-03,Adoption,Dog,Neutered Male,825,Rottweiler/Pit Bull,Brown,2,365.0,Fixed
A814576,Yukine,2020-03-13 11:18:00,Mar 2020,2019-01-06,Return to Owner,Dog,Intact Male,432,German Shepherd,Brown/Black,1,365.0,Intact
A665625,Snickers,2019-12-06 11:41:00,Dec 2019,2012-10-20,Adoption,Dog,Neutered Male,2603,Basset Hound Mix,Tricolor,7,365.0,Fixed
A622464,Cake,2014-12-24 11:05:00,Dec 2014,2012-03-17,Return to Owner,Cat,Spayed Female,1012,Domestic Shorthair Mix,Cream Tabby/White,2,365.0,Fixed
A811411,Brutus,2020-01-04 14:08:00,Jan 2020,2016-01-04,Return to Owner,Dog,Intact Male,1461,Boxer,Red/White,4,365.0,Intact
A685629,Tango,2014-08-10 15:50:00,Aug 2014,2013-08-10,Return to Owner,Dog,Neutered Male,365,Boston Terrier Mix,Brown Brindle/White,1,365.0,Fixed
A802252,*Courage,2019-12-07 18:57:00,Dec 2019,2017-08-15,Adoption,Dog,Neutered Male,844,Labrador Retriever,Black/White,2,365.0,Fixed
A730271,*Charles,2017-06-27 14:03:00,Jun 2017,2006-08-03,Return to Owner,Cat,Neutered Male,3981,Domestic Shorthair Mix,Black/White,10,365.0,Fixed
A808702,Keepers,2019-11-12 15:20:00,Nov 2019,2009-11-12,Transfer,Dog,Neutered Male,3652,Golden Retriever,Gold,10,365.0,Fixed
A703533,*Dilute,2015-07-18 18:29:00,Jul 2015,2015-03-15,Adoption,Cat,Spayed Female,125,Domestic Medium Hair Mix,Tortie,4,30.0,Fixed
A734178,Tank,2016-09-03 16:02:00,Sep 2016,2011-09-02,Return to Owner,Dog,Intact Male,1828,Pit Bull Mix,Fawn/White,5,365.0,Intact
A737539,*Bert,2017-01-12 09:36:00,Jan 2017,2016-09-26,Adoption,Cat,Neutered Male,108,Domestic Shorthair Mix,Brown Tabby/White,3,30.0,Fixed
A694989,*Cooper,2015-01-31 13:06:00,Jan 2015,2007-01-07,Transfer,Cat,Neutered Male,2946,Domestic Shorthair Mix,Black,8,365.0,Fixed
A750766,*Travis,2017-07-01 18:47:00,Jul 2017,2017-04-24,Adoption,Cat,Neutered Male,68,Domestic Shorthair Mix,Cream Tabby/White,2,30.0,Fixed
A759767,Kirby,2017-10-11 17:28:00,Oct 2017,2016-10-07,Adoption,Dog,Spayed Female,369,Rottweiler Mix,Black/Brown,1,365.0,Fixed
A813492,Jake,2020-02-15 15:10:00,Feb 2020,2013-02-11,Adoption,Dog,Neutered Male,2560,Labrador Retriever,Yellow,7,365.0,Fixed
A733151,Oreo,2016-08-18 15:32:00,Aug 2016,2009-08-18,Return to Owner,Dog,Neutered Male,2557,Cocker Spaniel,Black/White,7,365.0,Fixed
A710295,*Rza,2015-12-24 15:16:00,Dec 2015,2014-08-20,Return to Owner,Dog,Neutered Male,491,Pit Bull Mix,Chocolate/White,1,365.0,Fixed
A841008,*Adele,2021-09-18 18:54:00,Sep 2021,2018-08-18,Adoption,Cat,Spayed Female,1127,Domestic Shorthair,Black,3,365.0,Fixed
A835939,A835939,2021-06-09 17:52:00,Jun 2021,2020-08-03,Adoption,Dog,Neutered Male,310,Miniature Schnauzer Mix,Gray/Cream,10,30.0,Fixed
A742163,Osito,2017-04-09 18:30:00,Apr 2017,2016-03-17,Rto-Adopt,Dog,Neutered Male,388,German Shepherd/Labrador Retriever,Tan,1,365.0,Fixed
A606477,Maxine,2021-07-02 15:47:00,Jul 2021,2011-05-08,Adoption,Dog,Spayed Female,3708,Catahoula/Plott Hound,Brown Brindle,10,365.0,Fixed
A791032,Weda,2019-03-26 15:53:00,Mar 2019,2018-07-16,Return to Owner,Dog,Spayed Female,253,Maltese,White/Tan,8,30.0,Fixed
A790163,Charlie,2019-04-03 13:02:00,Apr 2019,2015-08-05,Return to Owner,Dog,Neutered Male,1337,Labrador Retriever Mix,Brown/White,3,365.0,Fixed
A725275,Rudolph,2016-04-27 19:13:00,Apr 2016,2015-08-27,Return to Owner,Dog,Neutered Male,244,Rhod Ridgeback Mix,Red,8,30.0,Fixed
A747561,Monkey,2017-04-24 17:35:00,Apr 2017,2012-04-21,Return to Owner,Dog,Intact Male,1829,Chihuahua Shorthair Mix,Red/White,5,365.0,Intact
A808630,Storm,2019-11-14 18:28:00,Nov 2019,2017-11-11,Transfer,Dog,Intact Female,733,Cairn Terrier,Tan,2,365.0,Intact
A785614,*Roo,2019-01-16 15:40:00,Jan 2019,2018-04-06,Transfer,Dog,Intact Female,285,Pit Bull Mix,White/Brown Brindle,9,30.0,Intact
A666617,Sasha,2015-01-20 14:27:00,Jan 2015,2013-04-04,Return to Owner,Dog,Spayed Female,656,Pit Bull Mix,Chocolate/White,1,365.0,Fixed
A766377,Luna,2018-02-11 17:28:00,Feb 2018,2017-05-07,Return to Owner,Dog,Spayed Female,280,Norfolk Terrier Mix,Tan,9,30.0,Fixed
A809074,*Malcolm,2021-02-02 14:39:00,Feb 2021,2018-01-28,Transfer,Cat,Neutered Male,1101,Domestic Medium Hair,Black/White,3,365.0,Fixed
A672234,*Huckleberry,2014-02-23 10:51:00,Feb 2014,2013-12-15,Adoption,Dog,Neutered Male,70,Boxer/Catahoula,Blue Merle/White,2,30.0,Fixed
A783640,*Picard,2018-11-13 09:51:00,Nov 2018,2018-10-09,Transfer,Cat,Intact Male,35,Domestic Shorthair Mix,Blue,5,7.0,Intact
A818435,*Jelly,2020-07-28 10:01:00,Jul 2020,2020-05-15,Adoption,Cat,Spayed Female,74,Domestic Shorthair Mix,Brown Tabby,2,30.0,Fixed
A685364,Mike,2014-08-17 17:43:00,Aug 2014,2014-06-10,Adoption,Cat,Neutered Male,68,Domestic Shorthair Mix,Black/White,2,30.0,Fixed
